st_id,st_tui_math1,st_tui_hindi1,st_tui_other1,st_tui_math_hrs1,ts_grade1,tot_hindi1,tot_math1,per_math1,per_hindi1,m_theta_eap1,m_theta_mle1,h_theta_eap1,h_theta_mle1,any_tuition1,quint_math1,quint_hindi1,terc_math1,terc_hindi1,st_tui_math2,st_tui_hindi2,st_tui_other2,st_tui_math_hrs2,ts_grade2,tot_hindi2,tot_math2,per_math2,per_hindi2,m_theta_eap2,m_theta_mle2,h_theta_eap2,h_theta_mle2,any_tuition2,ms_center1,st_age1,st_female1,st_grade1,treat,strata,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
TK348,1,1,0,1-2 hours,6-7,12,9,.25714287,.40000001,.034140076,.083811536,-.32904014,-.3137998,1,3,2,2,1,0,0,1,,4-7,23,23,.67647058,.76666665,1.6112385,1.2417912,1.3684845,1.1912907,1,Tekhand,,1,7,1,14,.92924875,0,0,0,1,0,0
TK349,0,1,0,,8-9,11,3,.085714288,.36666667,-1.4619309,-1.6439867,.12693058,.29150969,1,1,3,1,2,0,0,1,,8-9,14,8,.22857143,.46666667,-.86046219,-.45172226,-.05621098,.027198762,1,Tekhand,14,1,8,1,17,-.64522284,0,0,0,0,1,0
TK351,1,0,0,Less than 1 hour,6-7,16,6,.17142858,.53333336,-1.3093569,-.80577523,.24970974,.29509702,1,1,3,1,2,0,0,1,,4-7,15,12,.35294119,.5,-.46802425,-.2101166,.035336457,.091274656,1,Tekhand,12,1,7,0,17,-.55818516,0,0,0,1,0,0
TK352,0,0,0,,8-9,6,5,.14285715,.2,-1.3372731,-.96198225,-.54961556,-.36095288,0,1,2,1,1,0,0,1,,8-9,8,15,.42857143,.26666668,-.73267055,-.56386048,-1.0615406,-.90397298,1,Tekhand,16,1,8,0,17,.46350765,0,0,0,0,1,0
TK353,0,1,0,,6-7,15,12,.34285715,.5,.42831919,.44308212,.29878333,.36697832,1,4,4,3,3,0,0,1,,4-7,17,13,.38235295,.56666666,-.016996197,.09620779,.42175126,.39443073,1,Tekhand,12,1,7,1,18,-.10989664,0,0,0,1,0,0
TK354,0,1,0,,6-7,10,4,.11428571,.33333334,-1.3313862,-1.2378807,-.57379365,-.39404437,1,1,2,1,1,0,0,1,,4-7,10,12,.35294119,.33333334,-.22176172,-.0631679,-.89170641,-.62506509,1,Tekhand,12,1,7,0,18,-5.630599,0,0,0,1,0,0
TK355,0,0,0,,6-7,9,10,.2857143,.30000001,-.79666215,-.47845948,-.86920589,-.6195991,0,2,2,1,1,0,0,1,,4-7,16,11,.32352942,.53333336,-.92769223,-.57338983,.45098332,.42406228,1,Tekhand,12,1,7,1,14,-.10989664,0,0,0,1,0,0
TK357,0,0,0,,6-7,10,8,.22857143,.33333334,-.81750655,-.50238073,-.73874456,-.50138217,0,2,2,1,1,0,0,1,,4-7,16,8,.23529412,.53333336,-.96366066,-.66937912,.53042871,.47422644,1,Tekhand,12,1,7,1,14,-.074072018,0,0,0,1,0,0
TK358,1,0,0,More than 4 hours,6-7,7,10,.2857143,.23333333,-.90008724,-.67985499,-1.3926111,-1.2317297,1,1,1,1,1,1,0,0,More than 4 hours,4-7,11,7,.20588236,.36666667,-1.2584659,-.89810801,-.85421789,-.64628774,1,Tekhand,15,1,7,0,19,-.99692732,0,0,0,1,0,0
TK360,1,1,1,1-2 hours,6-7,9,11,.31428573,.30000001,.32131937,.31807709,-1.3147608,-1.0693541,1,4,1,3,1,,,,,,,,,,,,,,,Tekhand,12,1,6,0,15,.12410065,0,0,1,0,0,0
TK361,1,1,1,Less than 1 hour,6-7,11,10,.2857143,.36666667,-.15812604,-.0084016044,-.30904567,-.17569551,1,3,3,2,2,1,1,0,2-3 hours,4-7,16,13,.38235295,.53333336,.066414699,.18985923,.22575054,.23700236,1,Tekhand,,1,6,1,14,-.16027994,0,0,1,0,0,0
TK362,1,1,1,1-2 hours,6-7,15,13,.37142858,.5,.75703299,.64843899,.28375697,.33178946,1,4,3,3,2,1,0,0,1-2 hours,4-7,21,19,.55882353,.69999999,.97326869,.79212439,1.1989939,.95759708,1,Tekhand,10,1,8,1,14,2.8247538,0,0,0,0,1,0
TK363,0,0,0,,6-7,8,9,.25714287,.26666668,-.63841063,-.40932715,-.77698469,-.57960385,0,2,2,1,1,,,,,,,,,,,,,,,Tekhand,13,1,7,1,17,-.10989664,0,0,0,1,0,0
TK364,0,0,0,,8-9,11,9,.25714287,.36666667,-.45762074,-.29902604,-.33250821,-.26290953,0,2,2,1,1,1,1,0,2-3 hours,8-9,14,13,.37142858,.46666667,-.48938009,-.27090469,-.077755213,-.014234291,1,Tekhand,,1,8,1,17,-.10989664,0,0,0,0,1,0
TK365,0,0,0,,8-9,6,11,.31428573,.2,.37923843,.33571991,-.59928745,-.43130583,0,3,1,2,1,0,0,1,,8-9,20,20,.5714286,.66666669,1.4310212,1.1128805,.93011212,.7657373,1,Tekhand,,1,8,0,17,.69525146,0,0,0,0,1,0
TK366,1,0,0,3-4 hours,6-7,9,10,.2857143,.30000001,.15257616,.17403953,-1.5337752,-1.3241301,1,4,1,2,1,,,,,,,,,,,,,,,Tekhand,10,1,6,1,16,-3.2567968,0,0,1,0,0,0
TK367,1,1,0,3-4 hours,6-7,16,7,.2,.53333336,-.35916528,-.16361852,.51282847,.48930109,1,2,5,2,3,0,0,1,,4-7,11,12,.35294119,.36666667,-.13609937,.035098545,-.56201941,-.35909188,1,Tekhand,11,1,6,0,16,-1.3373805,0,0,1,0,0,0
TK368,1,1,1,2-3 hours,6-7,9,14,.40000001,.30000001,.30944166,.33201143,-.63106972,-.42660522,1,4,2,2,1,0,0,1,,4-7,12,9,.2647059,.40000001,-.59811336,-.3218585,-1.0724603,-.77530664,1,Tekhand,12,1,7,0,15,.0032806848,0,0,0,1,0,0
TK369,1,1,1,More than 4 hours,6-7,6,13,.37142858,.2,-.30918893,-.11335722,-1.2128669,-1.0195113,1,3,1,2,1,1,0,0,Less than 1 hour,4-7,20,17,.5,.66666669,.54881752,.47776803,.88141578,.83566701,1,Tekhand,,1,7,1,15,.92924875,0,0,0,1,0,0
TK370,1,1,1,More than 4 hours,8-9,17,12,.34285715,.56666666,.57653445,.61595994,1.258359,1.0913407,1,4,5,3,3,1,0,0,1-2 hours,8-9,20,17,.48571429,.66666669,1.0126698,.8266542,1.0705243,.90096194,1,Tekhand,,1,8,0,15,.12410065,0,0,0,0,1,0
TK371,0,0,1,,8-9,11,14,.40000001,.36666667,.026899099,-.054931242,.23045231,.31597266,1,2,3,1,2,,,,,,,,,,,,,,,Tekhand,13,1,8,1,14,4.3884621,0,0,0,0,1,0
TK372,0,0,1,,8-9,12,10,.2857143,.40000001,-.28473654,-.16089967,.7612614,.7137779,1,2,4,1,3,,,,,,,,,,,,,,,Tekhand,14,1,8,0,14,1.4008003,0,0,0,0,1,0
TK373,1,1,1,Less than 1 hour,6-7,8,7,.2,.26666668,-1.5413479,-1.0752425,-1.1534193,-.89467603,1,1,2,1,1,0,0,1,,4-7,14,11,.32352942,.46666667,-.94822794,-.57761258,-.15024982,-.025894715,1,Tekhand,10,1,6,1,14,-1.0471894,0,0,1,0,0,0
TK375,1,1,1,Less than 1 hour,6-7,19,13,.37142858,.63333333,.62070107,.58216709,.85736322,.73700416,1,5,5,3,3,0,0,1,,4-7,23,23,.67647058,.76666665,1.271372,.99449068,1.355858,1.1541991,1,Tekhand,,1,6,0,14,1.4008003,0,0,1,0,0,0
TK376,0,0,1,,8-9,7,11,.31428573,.23333333,.82812625,.82065749,-.97923636,-.87096083,1,4,1,2,1,1,0,0,1-2 hours,4-7,8,16,.47058824,.26666668,-.029366158,.061432108,-.8190456,-.62465626,1,Tekhand,,1,9,0,15,-1.3507718,0,0,0,0,0,1
TK377,0,0,1,,6-7,5,9,.25714287,.16666667,-.60088128,-.4071689,-1.7126831,-1.4724321,1,2,1,1,1,0,0,1,,4-7,10,16,.47058824,.33333334,-.33413041,-.12797806,-1.0929543,-.83303577,1,Tekhand,,1,7,1,15,-2.0239556,0,0,0,1,0,0
TK379,1,0,1,1-2 hours,6-7,13,9,.25714287,.43333334,-1.3904667,-1.012339,-.093043827,-.050290357,1,1,4,1,2,,,,,,,,,,,,,,,Tekhand,11,1,6,0,15,-1.5091938,0,0,1,0,0,0
TK380,1,0,0,1-2 hours,6-7,6,15,.42857143,.2,.59196234,.5614897,-1.5320569,-1.254892,1,5,1,3,1,1,0,0,3-4 hours,4-7,5,12,.35294119,.16666667,-.91683942,-.55995327,-1.9742794,-3.2410131,1,Tekhand,12,0,6,0,12,-4.9574151,0,0,1,0,0,0
TK381,1,0,0,1-2 hours,8-9,2,6,.17142858,.06666667,-1.4487381,-1.1458714,-2.0671415,-3.2599194,1,1,1,1,1,,,,,,,,,,,,,,,Tekhand,13,0,8,0,13,-2.106704,0,0,0,0,1,0
TK382,1,0,0,1-2 hours,8-9,18,13,.37142858,.60000002,.5799197,.54743266,1.3565701,1.1769365,1,4,5,2,3,1,0,0,1-2 hours,8-9,19,22,.62857145,.63333333,1.45025,1.1349387,1.1616049,1.0247715,1,Tekhand,12,0,8,1,13,-4.1207676,0,0,0,0,1,0
TK383,0,0,0,,6-7,15,17,.48571429,.5,.85852903,.71445048,-.37130004,-.36486164,0,5,3,3,2,0,1,0,,4-7,14,6,.17647059,.46666667,-1.0385724,-.64791787,-.087726437,-.026474986,1,Tekhand,11,1,6,0,17,-2.0743389,0,0,1,0,0,0
TK384,0,0,1,,8-9,12,18,.51428574,.40000001,1.7561954,1.4855746,.19702987,.30412146,1,5,3,3,2,0,0,0,,8-9,22,17,.48571429,.73333335,.73351783,.64622414,.9270069,.76823384,0,Tekhand,14,1,8,1,14,.8858434,0,0,0,0,1,0
TK385,0,0,0,,8-9,8,8,.22857143,.26666668,-.18513481,-.11514418,-.56898379,-.28442073,0,2,1,1,1,,,,,,,,,,,,,,,Tekhand,15,1,9,1,17,-1.3373805,0,0,0,0,0,1
TK386,0,0,0,,6-7,18,14,.40000001,.60000002,.34010565,.35091382,.81632644,.72595364,0,4,5,2,3,0,0,0,,4-7,25,20,.58823532,.83333331,1.3869952,1.080682,1.9099898,1.7108688,0,Tekhand,12,1,7,1,17,.12410065,0,0,0,1,0,0
TK387,0,0,0,,6-7,16,10,.2857143,.53333336,.017488785,.11037483,.31659839,.30407819,0,3,4,2,3,0,0,0,,4-7,23,21,.61764705,.76666665,1.4841526,1.1468698,1.5547061,1.367764,0,Tekhand,11,1,6,1,16,-1.3373805,0,0,1,0,0,0
TK389,0,1,0,,6-7,12,6,.17142858,.40000001,-.4852058,-.2618688,-.21549177,-.09948153,1,2,3,2,2,0,0,1,,4-7,18,18,.52941179,.60000002,.53707981,.46990266,.73813576,.66835517,1,Tekhand,11,1,7,1,15,.92924875,0,0,0,1,0,0
TK390,1,1,0,3-4 hours,8-9,12,9,.25714287,.40000001,.32649547,.32694972,.38964123,.42244813,1,3,3,2,2,1,0,0,1-2 hours,8-9,15,10,.2857143,.5,-.59960568,-.31526074,.31653279,.31339514,1,Tekhand,13,1,8,1,14,.12410065,0,0,0,0,1,0
TK391,1,1,1,1-2 hours,8-9,16,8,.22857143,.53333336,.32010266,.39254716,1.0989934,.97447264,1,3,4,2,3,0,0,1,,8-9,22,24,.6857143,.73333335,2.1248667,1.6561567,1.3567849,1.1706772,1,Tekhand,,1,8,1,14,.92924875,0,0,0,0,1,0
TK392,1,1,1,More than 4 hours,6-7,15,12,.34285715,.5,.47238821,.46540251,.14208943,.18917118,1,4,3,3,2,0,0,1,,4-7,18,20,.58823532,.60000002,.99404949,.86035079,.47375062,.43880993,1,Tekhand,13,1,7,0,15,.12410065,0,0,0,1,0,0
TK393,1,1,1,2-3 hours,6-7,21,13,.37142858,.69999999,.22559975,.25458333,1.2032928,1.0228879,1,3,5,2,3,0,0,1,,4-7,19,22,.64705884,.63333333,1.1943843,.94034076,.72326988,.63686258,1,Tekhand,12,1,7,1,15,-.63183159,0,0,0,1,0,0
TK394,0,0,0,,6-7,13,7,.2,.43333334,-1.2917958,-.77873224,-.14731869,-.074192263,0,2,3,1,2,1,0,0,3-4 hours,4-7,6,9,.2647059,.2,-1.399241,-.99886203,-1.5227989,-1.140668,1,Tekhand,10,1,6,0,15,-.63183159,0,0,1,0,0,0
TK395,0,0,0,,8-9,9,10,.2857143,.30000001,.11284646,.1055333,.025273666,.13065805,0,2,2,1,1,0,0,1,,8-9,18,12,.34285715,.60000002,-1.0436006,-.86003107,.76215667,.68978536,1,Tekhand,14,1,9,0,19,-1.0242509,0,0,0,0,0,1
TK396,0,0,0,,8-9,6,9,.25714287,.2,.15007329,.18672132,-.63432407,-.38885409,0,3,2,2,1,,,,,8-9,10,10,.2857143,.33333334,-1.0152239,-.73508155,-.69545484,-.46792287,,Tekhand,16,1,8,1,15,-3.6438587,0,0,0,0,1,0
TK397,0,0,0,,6-7,2,4,.11428571,.06666667,-2.0969684,-3.5608034,-2.3824317,-3.2654574,0,1,1,1,1,0,0,1,,4-7,12,14,.41176471,.40000001,-.12259062,.027553529,-.58162045,-.41660863,1,Tekhand,12,1,7,0,14,-2.8745351,0,0,0,1,0,0
TK398,0,1,0,,6-7,12,3,.085714288,.40000001,-2.3357921,-3.1749291,-.59939826,-.41522214,1,1,2,1,1,1,0,0,Less than 1 hour,4-7,6,9,.2647059,.2,-1.3725446,-.96372956,-1.7164698,-1.4658282,1,Tekhand,11,1,7,0,15,.15992528,0,0,0,1,0,0
TK399,0,0,0,,6-7,11,10,.2857143,.36666667,-.58507013,-.31338236,-.36023119,-.22607124,0,2,2,1,2,0,1,0,,4-7,19,14,.41176471,.63333333,-.40328836,-.24700931,.612014,.53903162,1,Tekhand,14,1,7,1,14,.92924875,0,0,0,1,0,0
TK400,0,0,0,,6-7,11,9,.25714287,.36666667,.11755349,.16418254,-.37421304,-.22045703,0,4,3,2,2,1,0,0,1-2 hours,4-7,10,14,.41176471,.33333334,.017651804,.11297072,-.89337939,-.57216954,1,Tekhand,11,1,6,0,14,-.10989664,0,0,1,0,0,0
TK401,1,0,0,2-3 hours,8-9,18,13,.37142858,.60000002,.53138953,.47410271,1.0849494,.94712603,1,3,4,2,3,0,0,0,,8-9,21,23,.65714288,.69999999,1.9079354,1.4875242,1.3026164,1.1539828,0,Tekhand,13,1,8,1,15,-1.4011551,0,0,0,0,1,0
TK402,0,1,0,,8-9,8,5,.14285715,.26666668,-2.1386745,-3.7129011,-1.6645395,-2.0905015,1,1,1,1,1,0,0,0,,8-9,7,10,.2857143,.23333333,-1.92361,-2.6765225,-1.5268344,-1.2362181,0,Tekhand,12,1,8,1,15,-1.6351523,0,0,0,0,1,0
TK403,0,0,0,,8-9,14,14,.40000001,.46666667,-.86710697,-.70284516,1.0503525,.96122849,0,1,4,1,3,,,,,,,,,,,,,,,Tekhand,13,1,9,0,15,.95251191,0,0,0,0,0,1
TK404,1,1,1,Less than 1 hour,6-7,10,5,.14285715,.33333334,-1.451053,-1.145305,-1.0217054,-.78259188,1,1,2,1,1,1,0,0,1-2 hours,4-7,12,12,.35294119,.40000001,-.77750552,-.548895,-.55722994,-.38110158,1,Tekhand,12,1,6,0,15,1.6909915,0,0,1,0,0,0
TK405,1,1,1,1-2 hours,6-7,12,14,.40000001,.40000001,-.72087187,-.49597389,-.95336163,-.78066844,1,2,2,1,1,1,0,0,1-2 hours,4-7,17,5,.14705883,.56666666,-1.7712104,-1.976406,.027661065,.060456134,1,Tekhand,,1,6,0,19,.69525146,0,0,1,0,0,0
TK406,0,0,0,,6-7,7,0,0,.23333333,,,-1.3370409,-1.0654831,0,,1,,1,1,1,0,Less than 1 hour,4-7,8,9,.2647059,.26666668,-1.2812542,-.8643589,-1.5201877,-1.7006317,1,Tekhand,10,1,6,1,17,-2.106704,0,0,1,0,0,0
TK407,1,0,0,1-2 hours,6-7,23,15,.42857143,.76666665,.67477834,.56242079,1.7815541,1.5317186,1,4,5,3,3,0,0,1,,4-7,24,17,.5,.80000001,.6713109,.6023373,1.7122834,1.4644841,1,Tekhand,,1,7,0,15,-.258892,0,0,0,1,0,0
TK408,0,1,0,,6-7,13,11,.31428573,.43333334,-.42896047,-.2639769,-.69460928,-.59834039,1,2,2,1,1,0,0,0,,4-7,16,15,.44117647,.53333336,-.03638937,.059273854,.21822119,.21897978,0,Tekhand,11,0,6,1,12,-.70404565,0,0,1,0,0,0
TK409,1,0,0,1-2 hours,8-9,7,8,.22857143,.23333333,.52043718,.53911591,-.46655402,-.33620861,1,4,2,2,1,1,0,0,1-2 hours,8-9,22,26,.74285716,.73333335,2.3985014,1.8299259,1.4581362,1.3123431,1,Tekhand,13,1,8,1,15,-.16027994,0,0,0,0,1,0
TK410,0,1,0,,6-7,3,3,.085714288,.1,-2.1752903,-3.7129011,-1.9598668,-2.6331139,1,1,1,1,1,0,1,0,,4-7,10,15,.44117647,.33333334,-.40660641,-.18466318,-1.4229963,-1.1004426,1,Tekhand,10,1,6,1,15,-2.0105643,0,0,1,0,0,0
TK413,1,1,0,1-2 hours,8-9,6,8,.22857143,.2,-1.3279012,-.96261322,-1.2617677,-2.2624869,1,1,1,1,1,0,0,0,,8-9,14,16,.45714286,.46666667,.17703228,.24375674,-.31604058,-.18813257,0,Tekhand,13,1,8,1,19,-2.106704,0,0,0,0,1,0
TK414,0,0,0,,6-7,12,11,.31428573,.40000001,.062315024,.12778978,-.20115158,-.075195715,0,3,3,2,2,0,0,0,,4-7,19,16,.47058824,.63333333,.49757418,.45602444,.31013364,.30193987,0,Tekhand,12,1,7,0,15,-.64344543,0,0,0,1,0,0
TK415,0,0,0,,6-7,9,4,.11428571,.30000001,-1.6990867,-2.5156722,-.69080442,-.47258338,0,1,2,1,2,1,1,0,Less than 1 hour,4-7,2,3,.088235296,.06666667,-2.197257,-3.5964293,-2.1481457,-2.7699311,1,Tekhand,11,1,6,1,15,-4.9574151,0,0,1,0,0,0
TK416,0,0,0,,6-7,7,12,.34285715,.23333333,.30413797,.3440555,-1.2688328,-1.0311967,0,4,1,3,1,1,0,0,Less than 1 hour,4-7,14,21,.61764705,.46666667,1.3669561,1.1204255,-.054057583,.018932518,1,Tekhand,12,1,6,0,17,-1.3373805,0,0,1,0,0,0
TK417,0,0,0,,6-7,10,11,.31428573,.33333334,-.50967807,-.29559046,-1.285653,-1.0042996,0,2,1,1,1,0,1,0,,4-7,9,13,.38235295,.30000001,.077979401,.16712064,-.48517051,-.29264688,1,Tekhand,11,1,6,0,17,1.6231838,0,0,1,0,0,0
TK418,0,0,0,,6-7,22,12,.34285715,.73333335,.41377133,.42382604,1.70003,1.4492725,0,4,5,3,3,0,0,0,,4-7,23,20,.58823532,.76666665,.75187045,.63668424,1.3574631,1.1732337,0,Tekhand,,1,7,0,17,-.10989664,0,0,0,1,0,0
TK419,0,0,0,,6-7,8,5,.14285715,.26666668,-1.2391996,-.83229232,-1.1302234,-.88448143,0,1,1,1,1,0,0,0,,4-7,4,6,.17647059,.13333334,-2.2054589,-3.4251437,-1.9996116,-3.2748587,0,Tekhand,10,1,7,0,15,-.64344543,0,0,0,1,0,0
TK420,0,0,1,,6-7,17,9,.25714287,.56666666,-.078115366,.004324717,.7444219,.68200803,1,3,4,2,3,0,0,1,,4-7,26,21,.61764705,.86666667,.98199821,.73353505,2.2339952,2.105267,1,Tekhand,12,1,7,1,18,-2.1740279,0,0,0,1,0,0
TK421,1,1,0,2-3 hours,6-7,4,11,.31428573,.13333334,.29421416,.24904221,-1.9415771,-2.2897284,1,3,1,2,1,,,,,,,,,,,,,,,Tekhand,11,1,7,1,16,1.4215517,0,0,0,1,0,0
TK422,1,1,0,2-3 hours,6-7,9,9,.25714287,.30000001,-.10473457,.0057096244,-.93296248,-.77049786,1,3,2,2,1,1,0,0,1-2 hours,4-7,21,25,.7352941,.69999999,1.9060934,1.5002893,.85530132,.70606625,1,Tekhand,9,1,6,1,16,1.2895874,0,0,1,0,0,0
TK423,1,1,0,More than 4 hours,6-7,11,12,.34285715,.36666667,-.19550472,-.10085985,-.49151433,-.3946895,1,3,3,2,2,0,0,0,,4-7,12,4,.11764706,.40000001,-2.2612164,-3.6722517,-.42803803,-.28517169,0,Tekhand,10,1,6,0,16,1.9133749,0,0,1,0,0,0
TK424,1,0,0,1-2 hours,8-9,7,11,.31428573,.23333333,.027532585,.031351518,-.55341148,-.46079153,1,2,1,2,1,0,0,1,,8-9,16,19,.54285717,.53333336,1.2685479,1.0655013,.35217759,.35366207,1,Tekhand,15,1,8,0,15,.062103506,0,0,0,0,1,0
TK427,1,0,0,,6-7,15,9,.25714287,.5,-.076738827,.016252592,.40655532,.40828076,1,3,4,2,3,0,0,1,,4-7,21,17,.5,.69999999,.57795328,.50803143,.76138914,.69877857,1,Tekhand,13,1,7,1,15,.17331654,0,0,0,1,0,0
TK429,0,0,0,,8-9,21,11,.31428573,.69999999,.92271358,.94547188,1.5276104,1.3054667,0,4,5,3,3,0,0,1,,8-9,26,26,.74285716,.86666667,2.0709138,1.6457616,2.3135526,2.1846435,1,Tekhand,13,1,8,0,17,.14857006,0,0,0,0,1,0
TK430,0,0,0,,6-7,8,7,.2,.26666668,-.18304266,-.043267883,-.75215548,-.52660018,0,3,2,2,2,0,1,0,,4-7,7,13,.38235295,.23333333,.17832041,.24277629,-1.2887843,-1.0510007,1,Tekhand,14,1,6,1,15,.81803572,0,0,1,0,0,0
TK431,0,0,1,,6-7,11,9,.25714287,.36666667,-1.3437822,-.83881241,-.82627112,-.61701035,1,2,1,1,1,0,0,0,,4-7,18,19,.55882353,.60000002,.64839935,.56282359,.38081732,.37231526,0,Tekhand,13,1,,1,14,1.6909915,,,,,,
TK432,0,0,0,,6-7,8,12,.34285715,.26666668,-.15471466,-.097896688,-1.5094377,-1.4912745,0,3,1,2,1,0,0,1,,4-7,18,22,.64705884,.60000002,1.0070505,.8572703,.29840237,.29718003,1,Tekhand,13,1,7,1,15,.59565228,0,0,0,1,0,0
TK433,1,0,0,1-2 hours,8-9,11,13,.37142858,.36666667,.76407737,.78714055,.30406794,.41354555,1,4,3,2,2,0,0,1,,8-9,19,26,.74285716,.63333333,2.3036265,1.7723856,.79295433,.71110982,1,Tekhand,,1,9,1,14,-1.3373805,0,0,0,0,0,1
TK434,1,0,0,Less than 1 hour,8-9,17,11,.31428573,.56666666,.40212089,.41550684,.99451309,.8617329,1,3,4,2,3,,,,,,,,,,,,,,,Tekhand,16,1,9,1,17,.71851456,0,0,0,0,0,1
TK435,1,1,0,3-4 hours,6-7,10,14,.40000001,.33333334,.56858027,.53019083,-.71884048,-.50918442,1,4,2,3,1,1,0,0,2-3 hours,4-7,11,17,.5,.36666667,.51252288,.47621405,-.41270196,-.2643778,1,Tekhand,14,1,7,1,16,-2.7852452,0,0,0,1,0,0
TK436,1,0,0,Less than 1 hour,6-7,19,9,.25714287,.63333333,-.14660244,-.01312097,1.1650957,.97951621,1,3,5,2,3,0,0,1,,4-7,18,12,.35294119,.60000002,-.31619346,-.14497076,.059050258,.086069174,1,Tekhand,13,1,7,0,17,.19778596,0,0,0,1,0,0
TK437,0,0,1,,8-9,16,12,.34285715,.53333336,1.0222256,.92821467,1.1568426,1.0500655,1,4,5,3,3,0,1,0,,8-9,25,23,.65714288,.83333331,1.8544058,1.4409451,2.0242841,1.8473092,1,Tekhand,15,1,9,1,17,.19778596,0,0,0,0,0,1
TK438,1,1,0,3-4 hours,8-9,13,11,.31428573,.43333334,.41761214,.36564136,.31376559,.39759809,1,3,3,2,2,0,0,1,,8-9,13,22,.62857145,.43333334,1.6691366,1.2976408,.098961398,.13600546,1,Tekhand,15,1,9,1,16,-2.0159218,0,0,0,0,0,1
TK439,1,0,0,,8-9,8,14,.40000001,.26666668,-.52087188,-.4431394,-.49098644,-.31881854,1,1,2,1,1,0,0,1,,8-9,19,15,.42857143,.63333333,-.10508304,.0045228885,.5184409,.46824434,1,Tekhand,13,1,8,1,17,-.54562366,0,0,0,0,1,0
TK440,1,0,0,2-3 hours,8-9,3,10,.2857143,.1,-1.2772342,-.96983707,-2.0443528,-3.5092695,1,1,1,1,1,1,0,0,1-2 hours,8-9,6,7,.2,.2,-1.4543016,-1.5349572,-1.6899055,-1.9330388,1,Tekhand,14,1,8,0,17,1.0234901,0,0,0,0,1,0
TK441,1,0,1,More than 4 hours,8-9,7,14,.40000001,.23333333,.84225482,.78599584,-.78307188,-.78581381,1,4,1,3,1,0,1,0,,8-9,13,9,.25714287,.43333334,-1.6376414,-1.4397688,-.095204011,-.026010942,1,Tekhand,12,1,8,0,14,.12410065,0,0,0,0,1,0
TK442,0,1,0,,6-7,10,10,.2857143,.33333334,-1.1645743,-.8053869,-.95761192,-.78701603,1,1,1,1,1,1,0,0,More than 4 hours,4-7,7,9,.2647059,.23333333,-1.1884205,-.7209574,-1.5919793,-1.3463947,1,Tekhand,12,1,7,0,17,-.58144826,0,0,0,1,0,0
TK443,1,0,1,1-2 hours,8-9,16,18,.51428574,.53333336,1.9099143,1.5888525,.98068494,.88604277,1,5,5,3,3,,,,,,,,,,,,,,,Tekhand,14,0,,0,19,1.7218354,,,,,,
TK444,0,0,0,,6-7,14,12,.34285715,.46666667,-.49418417,-.31847304,.26406771,.30528438,0,2,4,1,2,0,0,1,,4-7,19,16,.47058824,.63333333,.24976201,.31962726,.74738014,.62628657,1,Tekhand,12,1,7,0,17,1.4008003,0,0,0,1,0,0
TK448,0,0,1,,6-7,9,11,.31428573,.30000001,-.15991701,-.07311064,-.83147657,-.63598895,1,3,2,2,1,0,0,1,,4-7,9,12,.35294119,.30000001,.26979414,.31287354,-.57681745,-.35915679,1,Tekhand,10,1,7,0,14,-1.6351523,0,0,0,1,0,0
TK450,1,0,0,1-2 hours,6-7,13,10,.2857143,.43333334,-.016209634,.039002515,-.11851279,-.014340079,1,3,4,2,2,1,1,0,1-2 hours,4-7,18,21,.61764705,.60000002,1.2114277,.98982793,.76418126,.71110982,1,Tekhand,10,1,6,0,19,-.54908311,0,0,1,0,0,0
