st_id,st_tui_math1,st_tui_hindi1,st_tui_other1,st_tui_math_hrs1,ts_grade1,tot_hindi1,tot_math1,per_math1,per_hindi1,m_theta_eap1,m_theta_mle1,h_theta_eap1,h_theta_mle1,any_tuition1,quint_math1,quint_hindi1,terc_math1,terc_hindi1,st_tui_math2,st_tui_hindi2,st_tui_other2,st_tui_math_hrs2,ts_grade2,tot_hindi2,tot_math2,per_math2,per_hindi2,m_theta_eap2,m_theta_mle2,h_theta_eap2,h_theta_mle2,any_tuition2,ms_center1,st_age1,st_female1,st_grade1,treat,strata,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
CH115,1,0,0,More than 4 hours,8-9,23,16,.45714286,.76666665,1.8040373,1.4780757,2.2289312,1.9230874,1,5,5,3,3,1,0,0,2-3 hours,8-9,27,30,.85714287,.89999998,3.236444,2.5837402,2.4872494,2.2840967,1,Chhatarpur,14,1,9,0,3,1.6909915,0,0,0,0,0,1
CH116,1,0,0,More than 4 hours,8-9,22,17,.48571429,.73333335,1.8914945,1.5403159,2.0568397,1.7522081,1,5,5,3,3,1,0,0,More than 4 hours,8-9,24,26,.74285716,.80000001,2.3112807,1.7873592,1.743471,1.4510677,1,Chhatarpur,14,1,9,1,4,2.1308188,0,0,0,0,0,1
CH117,1,0,0,More than 4 hours,8-9,17,19,.54285717,.56666666,2.1526086,1.6630974,1.228174,1.061366,1,5,5,3,3,1,0,0,More than 4 hours,8-9,20,26,.74285716,.66666669,2.4400458,1.9002715,1.0480306,.8770504,1,Chhatarpur,15,1,9,0,3,.92924875,0,0,0,0,0,1
CH118,0,0,1,,6-7,10,11,.31428573,.33333334,-.41992101,-.21696918,-1.1486263,-.90576828,1,2,1,2,1,0,0,1,,4-7,12,13,.38235295,.40000001,-.026053065,.088983923,-.61384249,-.44429824,1,Chhatarpur,12,1,7,0,5,1.6909915,0,0,0,1,0,0
CH119,1,0,0,More than 4 hours,8-9,6,14,.40000001,.2,.732903,.74074358,-.69284815,-.46664214,1,4,1,3,1,0,0,1,,8-9,12,16,.45714286,.40000001,.2667006,.37909508,-.35959023,-.21891423,1,Chhatarpur,12,1,8,1,3,1.4008003,0,0,0,0,1,0
CH120,1,0,1,Less than 1 hour,6-7,16,9,.25714287,.53333336,.043718413,.094288178,.63317049,.54309666,1,3,5,2,3,1,0,0,,4-7,23,22,.64705884,.76666665,1.3191478,1.0427918,1.5257453,1.3030461,1,Chhatarpur,11,1,6,1,4,2.5595834,0,0,1,0,0,0
CH121,0,0,1,,8-9,18,9,.25714287,.60000002,.76398158,.7518366,1.4105352,1.1851995,1,4,5,3,3,0,0,1,,8-9,25,22,.62857145,.83333331,1.6511897,1.2996308,2.110296,1.9270626,1,Chhatarpur,14,1,8,1,5,.69525146,0,0,0,0,1,0
CH122,1,0,0,More than 4 hours,8-9,16,15,.42857143,.53333336,1.5219469,1.2822223,.94614452,.87010497,1,5,4,3,3,,,,,,,,,,,,,,,Chhatarpur,14,1,8,1,3,3.1243238,0,0,0,0,1,0
CH123,0,0,1,,6-7,19,15,.42857143,.63333333,.49767125,.52415931,.72110063,.67512906,1,5,5,3,3,,,,,,,,,,,,,,,Chhatarpur,11,1,6,1,3,2.6844966,0,0,1,0,0,0
CH126,0,1,0,,6-7,13,14,.40000001,.43333334,.71023035,.64477366,-.21286927,-.12153208,1,5,3,3,2,0,0,0,,4-7,22,21,.61764705,.73333335,.68665296,.58238715,1.1034878,.94635981,0,Chhatarpur,12,1,7,1,5,3.5026064,0,0,0,1,0,0
CH127,0,0,1,,6-7,21,14,.40000001,.69999999,.68620616,.69100726,1.4169672,1.2119923,1,5,5,3,3,0,0,1,,4-7,26,27,.79411763,.86666667,2.3978543,1.8552862,2.167449,2.0246162,1,Chhatarpur,12,1,7,1,5,1.6909915,0,0,0,1,0,0
CH129,1,1,0,More than 4 hours,4-5,26,26,.74285716,.86666667,2.0084732,1.5516168,2.0172756,1.7239006,1,5,5,3,3,1,1,1,More than 4 hours,4-7,26,25,.7352941,.86666667,1.9661322,1.5392076,2.075186,1.9294108,1,Chhatarpur,10,1,5,0,1,2.6433933,0,1,0,0,0,0
CH133,0,0,1,,6-7,8,2,.057142857,.26666668,-2.0977399,-2.5280976,-1.2587949,-1.0250655,1,1,1,1,1,0,0,1,,4-7,8,13,.38235295,.26666668,-.22390369,-.053037502,-1.2245665,-.90608078,1,Chhatarpur,13,1,7,0,4,1.7003706,0,0,0,1,0,0
CH135,0,0,1,,8-9,7,7,.2,.23333333,-1.7998981,-1.6897728,-.73705232,-.57235628,1,1,1,1,1,0,0,0,,8-9,15,9,.25714287,.5,-.97995234,-.70957553,.041792147,.090424307,0,Chhatarpur,13,1,9,1,5,.86725163,0,0,0,0,0,1
CH136,1,0,0,1-2 hours,8-9,14,11,.31428573,.46666667,.61589199,.65767312,.77177751,.726574,1,3,4,2,3,1,0,0,1-2 hours,8-9,22,25,.71428573,.73333335,1.9899784,1.5667279,1.5709498,1.3993255,1,Chhatarpur,13,1,9,1,2,2.0947354,0,0,0,0,0,1
CH137,0,0,1,,8-9,6,8,.22857143,.2,-.68867195,-.46871576,-1.3445355,-1.7913009,1,1,1,1,1,0,1,0,,8-9,9,14,.40000001,.30000001,-.9016555,-.69656777,-1.3420712,-.96990103,1,Chhatarpur,,1,9,1,1,-1.6351523,0,0,0,0,0,1
CH138,1,0,0,3-4 hours,8-9,8,11,.31428573,.26666668,-.66779774,-.48375082,-1.391119,-2.3373351,1,1,1,1,1,1,0,0,1-2 hours,8-9,8,14,.40000001,.26666668,-.17238277,-.037287358,-1.1856016,-.82508528,1,Chhatarpur,,1,9,0,2,-4.2634802,0,0,0,0,0,1
CH139,0,0,1,,8-9,19,19,.54285717,.63333333,2.2353985,1.7560208,1.1588773,.96336681,1,5,4,3,3,1,0,0,More than 4 hours,8-9,23,29,.82857144,.76666665,2.5835962,2.0668736,1.5594651,1.383144,1,Chhatarpur,,1,8,1,5,1.4008003,0,0,0,0,1,0
CH140,0,0,0,,8-9,14,15,.42857143,.46666667,.63184136,.53055245,.89158481,.82853562,0,4,4,2,3,,,,,,,,,,,,,,,Chhatarpur,13,1,8,1,5,-2.0181451,0,0,0,0,1,0
CH142,0,0,0,,8-9,19,14,.40000001,.63333333,.95452273,1.017002,1.4181768,1.221113,0,4,5,3,3,,,,,,,,,,,,,,,Chhatarpur,13,1,8,0,3,2.0947354,0,0,0,0,1,0
CH143,0,0,1,,6-7,8,14,.40000001,.26666668,.89703405,.82876229,-1.4172765,-1.2072853,1,5,1,3,1,1,0,0,More than 4 hours,4-7,10,20,.58823532,.33333334,1.1638633,.93134528,-1.3297611,-1.0854634,1,Chhatarpur,12,1,7,0,3,-2.1874192,0,0,0,1,0,0
CH144,0,0,1,,6-7,15,4,.11428571,.5,-1.7130135,-1.7598355,.017152889,.067526601,1,1,3,1,2,0,0,1,,4-7,22,15,.44117647,.73333335,-.34384069,-.17651792,1.4491836,1.2163122,1,Chhatarpur,13,1,7,1,4,2.8658571,0,0,0,1,0,0
CH145,0,0,1,,6-7,14,12,.34285715,.46666667,.33091712,.29629943,-.22205375,-.065754503,1,4,3,2,2,0,0,1,,4-7,23,19,.55882353,.76666665,.89230335,.74996793,1.2959017,1.0825006,1,Chhatarpur,12,1,7,1,4,2.3849266,0,0,0,1,0,0
CH147,0,0,1,,6-7,19,11,.31428573,.63333333,-.021313692,.065072358,1.0153916,.91783828,1,3,5,2,3,0,0,1,,4-7,25,24,.70588237,.83333331,1.7483671,1.3616687,1.8842167,1.7424223,1,Chhatarpur,12,1,7,1,1,1.7218354,0,0,0,1,0,0
CH148,0,0,1,,6-7,13,15,.42857143,.43333334,.3902255,.42965528,-.0067889006,.062712237,1,5,4,3,2,0,0,1,,4-7,22,16,.47058824,.73333335,.43883467,.42241037,1.191973,1.0059932,1,Chhatarpur,,1,6,1,1,2.193387,0,0,1,0,0,0
CH149,0,0,0,,6-7,9,7,.2,.30000001,-.51084423,-.25696743,-1.0370561,-.81049877,0,2,2,1,1,1,0,0,More than 4 hours,4-7,15,20,.58823532,.5,1.1345558,.911726,-.11173493,-.002139464,1,Chhatarpur,12,1,6,1,2,-1.2054161,0,0,1,0,0,0
CH150,0,0,1,,8-9,14,15,.42857143,.46666667,1.4408497,1.2550337,.80379373,.71070105,1,5,4,3,3,0,0,1,,8-9,22,28,.80000001,.73333335,2.566309,1.9574558,1.3588423,1.2239181,1,Chhatarpur,13,1,8,0,5,-.58144826,0,0,0,0,1,0
CH153,0,0,0,,6-7,13,10,.2857143,.43333334,-1.1159483,-.85398829,-.42657641,-.23124547,0,1,2,1,1,,,,,,,,,,,,,,,Chhatarpur,11,1,,1,3,2.9234054,,,,,,
CH156,1,0,0,1-2 hours,8-9,15,20,.5714286,.5,2.3644993,1.8533044,.82927966,.75678498,1,5,4,3,3,1,0,0,More than 4 hours,8-9,24,24,.6857143,.80000001,2.1770523,1.7100646,1.8823742,1.6845249,1,Chhatarpur,13,1,8,1,5,2.3532021,0,0,0,0,1,0
CH157,0,0,0,,8-9,13,7,.2,.43333334,-.42897412,-.27506432,.29212528,.43145654,0,2,3,1,2,,,,,,,,,,,,,,,Chhatarpur,13,1,8,1,4,4.6786532,0,0,0,0,1,0
CH158,0,1,0,,8-9,6,9,.25714287,.2,-1.3455247,-.9895187,-.83600384,-.61953497,1,1,1,1,1,0,0,1,,8-9,18,14,.40000001,.60000002,.107613,.18123184,.86807936,.73262101,1,Chhatarpur,13,1,8,0,4,-.5447939,0,0,0,0,1,0
CH159,1,0,0,1-2 hours,8-9,11,16,.45714286,.36666667,1.2102715,1.0788287,.045051083,.25107694,1,5,3,3,2,0,0,1,,8-9,22,17,.48571429,.73333335,.88482338,.73068434,1.4619796,1.2662592,1,Chhatarpur,15,1,8,1,5,4.0461054,0,0,0,0,1,0
CH163,0,0,1,,8-9,10,9,.25714287,.33333334,.47659943,.50190932,.034778036,.18806131,1,3,3,2,2,,,,,,,,,,,,,,,Chhatarpur,13,1,8,0,5,-1.1279045,0,0,0,0,1,0
CH164,0,0,1,,6-7,16,16,.45714286,.53333336,1.0198287,.89410716,.4178853,.41701186,1,5,4,3,3,1,1,1,More than 4 hours,4-7,25,20,.58823532,.83333331,1.1992979,1.0061945,1.8597549,1.6561052,1,Chhatarpur,,1,7,0,5,1.2895874,0,0,0,1,0,0
CH165,0,0,0,,8-9,16,13,.37142858,.53333336,-.62396717,-.53549892,1.1239638,.93533415,0,1,4,1,3,1,0,0,More than 4 hours,8-9,23,22,.62857145,.76666665,1.3580735,1.0642078,1.620823,1.3708416,1,Chhatarpur,14,1,9,1,3,1.4008003,0,0,0,0,0,1
CH166,0,0,0,,8-9,14,8,.22857143,.46666667,.20494211,.29664728,.31242833,.41701186,0,3,3,2,2,0,0,1,,8-9,19,19,.54285717,.63333333,.73543823,.69916302,.58310407,.53520387,1,Chhatarpur,15,1,9,0,3,-.10989664,0,0,0,0,0,1
CH167,0,0,0,,8-9,12,8,.22857143,.40000001,-1.6430554,-1.7465769,.28224561,.36840573,0,1,3,1,2,0,0,0,,8-9,15,15,.42857143,.5,.67927253,.57235295,.21767001,.21970414,0,Chhatarpur,13,1,8,1,3,-.94654399,0,0,0,0,1,0
CH168,0,0,0,,8-9,10,10,.2857143,.33333334,-.5505988,-.42631984,-.038286284,.11212703,0,1,3,1,2,0,0,0,,8-9,22,16,.45714286,.73333335,-.063719206,.051893041,1.454146,1.277159,0,Chhatarpur,13,1,8,1,3,-.5322324,0,0,0,0,1,0
CH169,0,0,0,,8-9,12,9,.25714287,.40000001,-1.721763,-2.7605879,-.10999526,.029911708,0,1,2,1,2,,,,,,,,,,,,,,,Chhatarpur,12,1,8,1,3,-2.1874192,0,0,0,0,1,0
CH170,0,0,0,,8-9,7,11,.31428573,.23333333,.11360443,.20450759,-.78607422,-.63889021,0,3,1,2,1,0,0,0,,8-9,13,12,.34285715,.43333334,-.27973706,-.10207164,-.18675937,-.091834798,0,Chhatarpur,12,1,8,0,3,.13085064,0,0,0,0,1,0
CH173,1,0,0,1-2 hours,8-9,21,13,.37142858,.69999999,1.4202368,1.181347,2.0675557,1.7711146,1,4,5,3,3,1,0,0,More than 4 hours,8-9,24,22,.62857145,.80000001,1.8169562,1.3963238,1.8639487,1.6714531,1,Chhatarpur,13,1,9,1,1,-2.106704,0,0,0,0,0,1
CH175,1,0,0,3-4 hours,8-9,17,18,.51428574,.56666666,1.0724273,1.0442578,1.3853613,1.2217782,1,4,5,3,3,1,0,0,More than 4 hours,8-9,24,26,.74285716,.80000001,2.3601682,1.8265364,1.733987,1.5556101,1,Chhatarpur,15,1,9,0,1,2.8873222,0,0,0,0,0,1
CH176,0,0,0,,8-9,12,9,.25714287,.40000001,-.28922328,-.16888154,.50170082,.52284133,0,2,3,1,2,0,0,0,,8-9,22,17,.48571429,.73333335,.80834478,.71915364,1.2354877,1.0736525,0,Chhatarpur,14,1,9,0,1,.59565228,0,0,0,0,0,1
CH180,0,0,1,,6-7,10,13,.37142858,.33333334,.52354741,.49130893,-.52627629,-.36026683,1,5,3,3,2,0,0,0,,4-7,15,25,.7352941,.5,2.1188056,1.6226258,.13816786,.15158576,0,Chhatarpur,11,1,6,1,4,1.4008003,0,0,1,0,0,0
CH181,0,0,1,,6-7,17,10,.2857143,.56666666,-.22197208,-.10220351,.59422266,.59278631,1,3,5,2,3,1,0,0,More than 4 hours,4-7,24,23,.67647058,.80000001,1.6408099,1.3059081,1.5145996,1.3391359,1,Chhatarpur,12,1,6,0,4,2.8247538,0,0,1,0,0,0
CH182,0,0,1,,6-7,9,10,.2857143,.30000001,-.53554678,-.32438803,-1.0629424,-.766675,1,2,2,1,1,1,0,0,1-2 hours,4-7,19,12,.35294119,.63333333,-.33616406,-.14908905,.5434249,.49640763,1,Chhatarpur,11,1,6,0,3,2.4303889,0,0,1,0,0,0
CH192,0,0,0,,8-9,16,6,.17142858,.53333336,.075427987,.12936316,.84364581,.75224072,0,2,4,2,3,0,1,0,,8-9,18,8,.22857143,.60000002,-.6013431,-.28444645,.45915157,.38422254,1,Chhatarpur,11,1,8,0,4,2.2085764,0,0,0,0,1,0
CH193,0,0,0,,8-9,16,14,.40000001,.53333336,.62062389,.54363465,.8918708,.83481026,0,4,4,2,3,,,,,,,,,,,,,,,Chhatarpur,13,1,8,0,4,3.9486349,0,0,0,0,1,0
CH194,0,0,0,,8-9,16,16,.45714286,.53333336,1.2269377,1.0584506,.68693215,.70021558,0,5,4,3,3,0,0,1,,8-9,16,11,.31428573,.53333336,-.49172863,-.23364072,.17850798,.23706919,1,Chhatarpur,12,1,8,0,4,2.0947354,0,0,0,0,1,0
CH195,0,0,0,,8-9,9,13,.37142858,.30000001,.53790873,.56284869,-.15366812,-.021627739,0,3,2,2,1,1,0,0,1-2 hours,8-9,24,16,.45714286,.80000001,.76355588,.70352,1.8069315,1.6385452,1,Chhatarpur,12,1,9,1,4,.6448682,0,0,0,0,0,1
CH196,0,0,1,,6-7,15,12,.34285715,.5,.17601046,.23395395,.28462961,.30381289,1,4,4,2,3,1,0,1,1-2 hours,4-7,19,24,.70588237,.63333333,1.78904,1.3574461,1.0373359,.92339563,1,Chhatarpur,11,1,6,1,5,1.3882389,0,0,1,0,0,0
CH197,0,0,1,,6-7,15,14,.40000001,.5,.28317156,.32874039,.34739828,.34549841,1,4,4,3,3,,,,,,,,,,,,,,,Chhatarpur,13,1,6,0,5,2.5810485,0,0,1,0,0,0
CH199,0,1,0,,6-7,8,16,.45714286,.26666668,-.14471193,-.077996649,-1.5166156,-1.2332447,1,3,1,2,1,,,,,,,,,,,,,,,Chhatarpur,11,1,7,1,5,2.8658571,0,0,0,1,0,0
CH200,0,0,1,,6-7,11,8,.22857143,.36666667,-1.2423111,-.79904473,-.4354783,-.31418294,1,1,2,1,1,1,0,0,1-2 hours,4-7,21,14,.41176471,.69999999,.22592086,.29112759,1.092809,.96565175,1,Chhatarpur,12,1,7,1,3,.9176349,0,0,0,1,0,0
CH201,0,0,0,,6-7,20,8,.22857143,.66666669,-.52677494,-.30517074,.94857717,.83207649,0,3,4,2,3,0,0,1,,4-7,19,12,.35294119,.63333333,.19176318,.29269451,.48455158,.46743727,1,Chhatarpur,13,1,,0,3,1.6231838,,,,,,
CH204,0,0,0,,8-9,6,12,.34285715,.2,.4543955,.43930599,-.71706009,-.54945779,0,3,1,2,1,0,0,1,,8-9,16,24,.6857143,.53333336,1.6325955,1.2648866,.12198306,.20094068,1,Chhatarpur,14,1,8,0,5,2.0947354,0,0,0,0,1,0
CH205,0,0,1,,8-9,18,12,.34285715,.60000002,.54285347,.48549506,.88235289,.79556519,1,3,4,2,3,1,0,0,Less than 1 hour,8-9,14,20,.5714286,.46666667,1.3153667,1.0315565,-.011698217,.039106853,1,Chhatarpur,13,1,8,0,5,2.3943055,0,0,0,0,1,0
CH206,0,0,1,,8-9,8,15,.42857143,.26666668,.99569237,1.0358479,-.48234117,-.40564951,1,5,2,3,1,1,0,0,2-3 hours,8-9,12,18,.51428574,.40000001,.8475045,.69640374,-.33742654,-.24006714,1,Chhatarpur,13,1,8,0,5,2.8658571,0,0,0,0,1,0
CH208,0,1,0,,6-7,13,14,.40000001,.43333334,-.17628707,-.029462444,-.10509499,-.011883602,1,4,3,3,2,0,1,0,,4-7,16,18,.52941179,.53333336,.66600901,.61058933,.24211767,.23553063,1,Chhatarpur,11,1,,0,5,.17331654,,,,,,
CH210,1,0,0,More than 4 hours,8-9,12,12,.34285715,.40000001,.04319071,.073390722,.39975262,.42762238,1,2,3,2,2,1,0,0,1-2 hours,8-9,16,12,.34285715,.53333336,-.38421381,-.18580867,.19395518,.18149154,1,Chhatarpur,16,1,8,0,3,.51389092,0,0,0,0,1,0
CH211,1,0,0,Less than 1 hour,6-7,8,10,.2857143,.26666668,-1.1299126,-.79910952,-1.3782098,-1.1334068,1,1,1,1,1,0,0,1,,4-7,11,17,.5,.36666667,.52600551,.46167165,-.78578144,-.56543648,1,Chhatarpur,,1,7,1,3,-2.106704,0,0,0,1,0,0
CH212,1,0,0,More than 4 hours,6-7,19,17,.48571429,.63333333,1.3540946,1.1567146,.69081622,.64465517,1,5,5,3,3,0,0,1,,4-7,24,26,.7647059,.80000001,2.1533179,1.6686224,1.667757,1.4636908,1,Chhatarpur,11,1,6,0,4,1.4008003,0,0,1,0,0,0
CH213,1,0,0,More than 4 hours,8-9,13,6,.17142858,.43333334,-.86934477,-.61280972,.0095577613,.12757108,1,1,3,1,2,1,0,1,More than 4 hours,8-9,16,20,.5714286,.53333336,1.39566,1.1243294,.16129336,.17426699,1,Chhatarpur,13,1,8,1,4,-1.4095945,0,0,0,0,1,0
CH214,0,0,1,,6-7,16,9,.25714287,.53333336,-1.3879402,-.97136605,.37172669,.40402901,1,1,5,1,3,0,0,0,,4-7,19,18,.52941179,.63333333,-.31129351,-.13060471,.82969564,.72852558,0,Chhatarpur,11,1,6,0,5,2.1719222,0,0,1,0,0,0
CH215,0,0,1,,8-9,13,11,.31428573,.43333334,.22127855,.24861768,.44340062,.50514835,1,3,4,2,2,1,0,0,More than 4 hours,8-9,22,23,.65714288,.73333335,1.3574413,1.0932765,1.6189804,1.4477577,1,Chhatarpur,12,1,8,0,5,2.1719222,0,0,0,0,1,0
CH216,1,0,0,More than 4 hours,8-9,7,9,.25714287,.23333333,-.4772056,-.30374542,-1.9314147,-2.8024302,1,1,1,1,1,0,0,1,,8-9,6,13,.37142858,.2,-.34946999,-.15042302,-1.8289443,-1.6065645,1,Chhatarpur,13,1,8,0,3,.22369985,0,0,0,0,1,0
CH217,0,0,1,,8-9,10,9,.25714287,.33333334,-.7952919,-.56623071,-.68846333,-.5002321,1,1,1,1,1,0,0,0,,8-9,10,6,.17142858,.33333334,-1.3575473,-.99517316,-1.3832176,-1.016602,0,Chhatarpur,16,1,9,0,3,.92924875,0,0,0,0,0,1
CH220,0,0,1,,6-7,12,6,.17142858,.40000001,-1.715901,-1.3405355,-.38171324,-.24583684,1,1,3,1,2,0,1,0,,4-7,15,14,.41176471,.5,-.25849441,-.098488018,-.12478196,-.04091968,1,Chhatarpur,13,1,6,0,5,1.6231838,0,0,1,0,0,0
CH221,0,0,1,,6-7,8,11,.31428573,.26666668,-.4183068,-.22936542,-.98584914,-.77053797,1,2,1,2,1,1,0,0,1-2 hours,4-7,19,21,.61764705,.63333333,1.1622404,.92024255,.60483819,.55296183,1,Chhatarpur,13,1,7,1,5,-.8053959,0,0,0,1,0,0
GP001,0,0,0,,8-9,19,14,.40000001,.63333333,1.1074263,1.029983,1.7443979,1.4570948,0,5,5,3,3,0,0,1,,8-9,25,26,.74285716,.83333331,2.1409967,1.7246903,2.0467,1.8563018,1,Govindpuri,,0,8,0,9,2.8658571,0,0,0,0,1,0
GP002,0,0,0,,8-9,19,13,.37142858,.63333333,.5457558,.58059371,1.7514291,1.4570948,0,4,5,3,3,1,1,0,3-4 hours,8-9,9,21,.60000002,.30000001,.64505762,.59940487,-1.2456256,-.8729645,1,Govindpuri,,0,8,1,9,-.7830804,0,0,0,0,1,0
GP004,1,1,0,1-2 hours,4-5,5,7,.2,.16666667,-2.1671879,-2.6531522,-2.4533076,-3.8187048,1,1,1,1,1,,,,,,,,,,,,,,,Govindpuri,10,1,5,1,9,1.325412,0,1,0,0,0,0
GP005,0,0,0,,4-5,10,11,.31428573,.33333334,-.76485926,-.49976787,-1.5531501,-2.0599101,0,3,1,2,1,1,1,0,Less than 1 hour,4-7,16,14,.41176471,.53333336,-.094521478,.068381742,.25514752,.27218729,1,Govindpuri,,1,4,1,7,.63147688,1,0,0,0,0,0
GP006,0,0,0,,4-5,10,6,.17142858,.33333334,-1.9963685,-1.9766891,-1.2993875,-1.1052675,0,2,2,1,1,0,1,1,,4-7,15,10,.29411766,.5,-1.0326357,-.70978588,-.070513897,.0075044991,1,Govindpuri,9,1,5,0,9,.69525146,0,1,0,0,0,0
GP007,1,0,0,More than 4 hours,6-7,9,14,.40000001,.30000001,.38929531,.42175999,-.95403421,-.69914401,1,5,2,3,1,1,0,0,Less than 1 hour,4-7,11,13,.38235295,.36666667,-.18312483,-.03117742,-.44478029,-.26758528,1,Govindpuri,,0,6,1,11,.41429174,0,0,1,0,0,0
GP008,1,0,0,More than 4 hours,8-9,10,10,.2857143,.33333334,.11000384,.14902374,-.62543464,-.61686611,1,2,1,2,1,0,1,0,,8-9,13,18,.51428574,.43333334,1.025642,.8558045,-.60648358,-.40682441,1,Govindpuri,,0,8,0,11,-1.4011551,0,0,0,0,1,0
GP009,0,0,1,,4-5,15,13,.37142858,.5,-.24699697,-.10716232,-.42497465,-.23512937,1,3,3,2,2,1,0,0,,4-7,20,21,.61764705,.66666669,.98202306,.80185276,.93535495,.80424023,1,Govindpuri,,0,5,0,11,.69525146,0,1,0,0,0,0
GP010,0,0,1,,4-5,26,20,.5714286,.86666667,.8909592,.77784985,2.0325248,1.7863984,1,5,5,3,3,1,0,0,1-2 hours,4-7,23,21,.61764705,.76666665,1.1517609,.91599238,1.342734,1.2429688,1,Govindpuri,,0,5,1,8,1.6231838,0,1,0,0,0,0
GP011,0,0,1,,6-7,12,6,.17142858,.40000001,-1.4696348,-1.0620891,-.73177224,-.58227193,1,1,2,1,1,0,0,0,,4-7,15,10,.29411766,.5,-.63811809,-.35912246,.14007111,.18707532,0,Govindpuri,,1,7,1,10,-1.2528337,0,0,0,1,0,0
GP012,0,0,0,,6-7,15,10,.2857143,.5,.09194988,.11591287,.22565751,.22400557,0,4,4,3,3,0,0,0,,4-7,21,23,.67647058,.69999999,1.7546147,1.3246838,1.1016396,.93740749,0,Govindpuri,,1,5,1,10,-1.1279045,0,1,0,0,0,0
GP013,1,0,1,2-3 hours,6-7,18,21,.60000002,.60000002,2.1167769,1.5838289,1.0081469,.86138988,1,5,5,3,3,,,,,,,,,,,,,,,Govindpuri,12,1,7,0,11,-.86582887,0,0,0,1,0,0
GP014,0,0,1,,6-7,16,11,.31428573,.53333336,-1.0429906,-.66156477,.22345573,.27670914,1,1,3,1,2,,,,,,,,,,,,,,,Govindpuri,12,1,7,0,9,2.4621131,0,0,0,1,0,0
GP015,1,0,0,2-3 hours,8-9,7,10,.2857143,.23333333,.49601468,.52353644,-.73763788,-.61107075,1,4,1,2,1,,,,,,,,,,,,,,,Govindpuri,,0,8,1,11,.22369985,0,0,0,0,1,0
GP016,1,0,0,2-3 hours,6-7,18,9,.25714287,.60000002,-.047479857,.0057096244,.77438074,.66284752,1,3,4,2,3,,,,,,,,,,,,,,,Govindpuri,13,1,7,1,11,-2.0105643,0,0,0,1,0,0
GP017,0,0,1,,6-7,15,14,.40000001,.5,.55502921,.49944854,.31629544,.33343485,1,4,4,3,2,,,,,,,,,,,,,,,Govindpuri,13,1,7,1,9,2.8873222,0,0,0,1,0,0
GP018,0,0,0,,8-9,10,11,.31428573,.33333334,-.076508597,-.14431955,-.25516647,-.16441737,0,2,2,1,1,1,0,0,1-2 hours,8-9,11,14,.40000001,.36666667,.38302046,.40135527,-.66545296,-.39697447,1,Govindpuri,,1,8,0,10,1.3052963,0,0,0,0,1,0
GP019,0,0,0,,8-9,18,7,.2,.60000002,-1.7792255,-1.5393175,1.3511443,1.1408468,0,1,5,1,3,0,1,0,,8-9,17,21,.60000002,.56666666,1.2636929,1.0193487,.52869922,.51303148,1,Govindpuri,,1,8,1,10,1.3052963,0,0,0,0,1,0
GP021,0,0,0,,6-7,11,12,.34285715,.36666667,-.41051692,-.1566996,-1.2176936,-1.1039211,0,3,1,2,1,0,1,0,,4-7,4,8,.23529412,.13333334,-.91425073,-.50746906,-1.8207715,-1.9263307,1,Govindpuri,,0,7,0,11,-2.2013514,0,0,0,1,0,0
GP022,0,0,0,,6-7,17,8,.22857143,.56666666,-2.142097,-2.4820364,.39223096,.38226536,0,1,4,1,3,0,0,1,,4-7,24,15,.44117647,.80000001,-.34315494,-.21860811,1.5473247,1.2764298,1,Govindpuri,11,0,7,1,6,-.13606916,0,0,0,1,0,0
GP024,0,0,0,,6-7,15,18,.51428574,.5,1.4465026,1.1061096,.28691417,.35868722,0,5,4,3,3,1,0,1,1-2 hours,4-7,20,18,.52941179,.66666669,.79802471,.6789071,1.0765268,.94860393,1,Govindpuri,12,0,6,0,6,2.0947354,0,0,1,0,0,0
GP025,0,0,0,,6-7,21,11,.31428573,.69999999,.10696456,.10838967,1.425513,1.2340806,0,3,5,2,3,1,1,0,1-2 hours,4-7,21,21,.61764705,.69999999,1.2648789,.96811587,1.0552346,.89444047,1,Govindpuri,11,0,6,0,11,1.4008003,0,0,1,0,0,0
GP028,0,0,1,,6-7,8,5,.14285715,.26666668,-2.3337011,-3.3459399,-2.0913546,-2.2861621,1,1,1,1,1,1,0,0,1-2 hours,4-7,8,17,.5,.26666668,.27849567,.33100799,-1.6386421,-1.3040055,1,Govindpuri,11,0,6,1,6,-.9738676,0,0,1,0,0,0
GP029,1,0,0,More than 4 hours,6-7,3,5,.14285715,.1,-1.1501744,-1.297055,-1.9553679,-2.290626,1,1,1,1,1,,,,,,,,,,,,,,,Govindpuri,,0,6,0,6,.046020906,0,0,1,0,0,0
GP030,1,0,0,More than 4 hours,6-7,9,18,.51428574,.30000001,.95698822,.81377989,-.75605196,-.53819567,1,5,2,3,2,1,0,1,1-2 hours,4-7,15,15,.44117647,.5,.25669336,.28631592,.028628683,.088151366,1,Govindpuri,,0,6,0,6,.12410065,0,0,1,0,0,0
GP031,0,0,1,,6-7,11,5,.14285715,.36666667,-2.4022031,-3.4588523,-.64228213,-.47658265,1,1,2,1,2,0,1,0,,4-7,12,6,.17647059,.40000001,-1.8694208,-2.3918715,-.84872305,-.63558018,1,Govindpuri,11,0,6,1,6,-2.09886,0,0,1,0,0,0
